[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Na (all spectra): 1702 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 80000
Query NIST Bibliographic Databases for
Na (new window)
Na Energy Levels
Na Line Wavelengths and Classification
Na Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                      Observed  |                        Ritz    |    Rel. |    Aki    | Acc. |             Ei           Ek             |              Lower level              |              Upper level               |  gi   gk  |Type|                  TP  |          Line  |
          |                     Wavelength |                     Wavelength |    Int. |    s^-1   |      |           (cm-1)       (cm-1)           |---------------------------------------|----------------------------------------|           |    |                 Ref. |          Ref.  |
          |                      Air (nm)  |                      Air (nm)  |    (?)  |           |      |                                         | Conf.                 | Term    | J   | Conf.                 | Term     | J   |           |    |                      |                |
Na I      |                                |                   246.437851   |         | 1.44e+04  | C+'  |        0.00000     -    [40565.913]     | 2p6.3s                | 2S      | 1/2 | 2p6.12p               | 2P*      | 3/2 |   2 - 4   |    |            T76n,T817 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na I      |                                |                   246.438640   |         | 1.44e+04  | C+'  |        0.00000     -    [40565.783]     | 2p6.3s                | 2S      | 1/2 | 2p6.12p               | 2P*      | 1/2 |   2 - 2   |    |            T76n,T817 |                |
Na II     |                   246.6368     |                                |      20 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na III    |                   246.8854     |                   246.8855     |      18 | 2.13e+08  | A    |   374679.91        -    415172.28       | 2s2.2p4.(3P).3s       | 2P      | 1/2 | 2s2.2p4.(3P).3p       | 2D*      | 3/2 |   2 - 4   |    |               c56,LS |         L1882  |
Na III    |                   247.4732     |                   247.4731     |      20 | 1.38e+08  | A    |   366154.41        -    406550.63       | 2s2.2p4.(3P).3s       | 4P      | 5/2 | 2s2.2p4.(3P).3p       | 4P*      | 3/2 |   6 - 4   |    |            c51,T7317 |         L1882  |
Na I      |                                |                   247.553565   |         | 1.94e+04  | C+'  |        0.00000     -     40383.097      | 2p6.3s                | 2S      | 1/2 | 2p6.11p               | 2P*      | 3/2 |   2 - 4   |    |            T76n,T817 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na I      |                                |                   247.554619   |         | 1.94e+04  | C+'  |        0.00000     -     40382.925      | 2p6.3s                | 2S      | 1/2 | 2p6.11p               | 2P*      | 1/2 |   2 - 2   |    |            T76n,T817 |                |
Na VII    |                                |                   247.9        |         | 7.04e+07  | B+   |  1252010           -   1292330          | 2s.2p.(1P*).3p        | 2D      | 5/2 | 2s.2p.(1P*).3d        | 2F*      | 7/2 |   6 - 8   |    |           T7192c3,LS |                |
Na VII    |                                |                   247.9        |         | 4.70e+06  | C+   |  1252010           -   1292330          | 2s.2p.(1P*).3p        | 2D      | 5/2 | 2s.2p.(1P*).3d        | 2F*      | 5/2 |   6 - 6   |    |           T7192c3,LS |                |
Na VII    |                                |                   248.4        |         | 9.32e+07  | B+   |  1348720           -   1388970?         | 2p2.(3P).3p           | 2D*     | 5/2 | 2p2.(3P).3d           | 2F       | 7/2 |   6 - 8   |    |           T7192c3,LS |                |
Na VIII   |                                |                   248.5        |         | 6.10e+07  | B    |  1452400           -   1492630          | 1s2.2p.3p             | 3S      | 1   | 1s2.2p.3d             | 3P*      | 1   |   3 - 3   |    |           T5633c3,LS |                |
